"ABCC4","ABHD17B","ABI3","AC000089.1","AC002467.1","AC005840.1","AC005912.1","AC007161.1","AC007881.4","AC009362.1","AC010997.6","AC011495.1","AC016596.3","AC018738.1","AC022210.1","AC023906.1","AC025040.1","AC025181.1","AC025458.1","AC026310.2","AC026403.1","AC027309.2","AC068631.4","AC073548.1","AC073861.1","AC079250.1","AC090498.1","AC090559.1","AC092428.1","AC097658.2","AC099560.2","AC107075.1","AC107983.1","AC122688.4","AC131235.2","AC135983.3","ACAA1","ACP3","ACTBP2","AGPAT3","AGTRAP","AIP","AKR1B1","AL009174.1","AL021368.2","AL031714.1","AL031727.1","AL031729.1","AL121601.1","AL138785.2","AL139100.2","AL139353.3","AL157871.3","AL157895.2","AL161787.1","AL162151.2","AL355472.1","AL355922.1","AL356000.1","AL356653.1","AL358472.1","AL445189.2","AL450405.1","AL450998.1","AL589863.1","AL590556.1","AL590867.2","AL592295.1","AL603825.1","AL731557.1","ALCAM","ALDH1A1","ANAPC11","ANAPC15","ANK1","ANKRD18A","ANOS2P","ANTKMT","ANXA2P3","AP002761.4","AP1B1","AP2B1","APOBEC3B","APOBEC3C","APOL6","ARHGEF12","ARL11","ARL4C","ASIC4","ATG3","ATOX1","ATP2B1","ATP5F1C","ATP5F1D","ATP5F1E","ATP5IF1","ATP5MC1","ATP5MD","ATP5ME","ATP5MPL","ATP5PF","ATP6V0A1","ATP8B4","AURKAIP1","AVPR1B","AZU1","B2M","B9D1","BAALC","BAHCC1","BBX","BCAT2","BCL2L1","BCLAF1","BLVRB","BOD1L1","BPTF","BST2","BX842570.1","C19orf53","C1orf162","C1QBP","C1QTNF4","CARD11","CASP1","CASP3","CAVIN1","CAVIN2","CCDC28B","CCND2","CCT3","CCT4","CCT5","CCT7","CCT8","CD48","CD81","CD82","CD84","CD93","CD96","CDC26","CEACAM4","CEBPD","CENPX","CHCHD1","CHCHD2","CHCHD7","CIAO2B","CILP2","CITED2","CITED4","CKB","CKS2","CLCN4","CLPP","CLU","CMC1","CMPK2","CNBP","CNRIP1","COPS9","COX14","COX17","COX5A","COX5B","COX6A1","COX6B1","COX6C","COX7A2","COX7B","COX7C","COX7CP1","COX8A","CPA3","CPD","CPOX","CPPED1","CRLF3","CRYBG1","CSF2RB","CSF3R","CSKMT","CST7","CSTA","CTNNBL1","CTSG","CTTNBP2","CTU1","CYBA","CYC1","DAD1","DAG1","DDX3Y","DENND3","DLK1","DMTN","DNAJC19","DNAJC21","DNAJC6","DOCK8","DPM3","DRG1","DST","DSTN","DUSP3","DYSF","EEF1B2","EEF1B2P6","EEF1D","EEF1DP1","EEF1GP5","EIF1AY","EIF3G","EIF3K","EIF4A1P4","EIF4EBP1","EIF4H","ELANE","ELOB","ELOC","EMB","EMC4","EMC6","EMILIN2","EMP1","EMP3","ENDOG","EPB41L3","EPOR","ERH","ERO1A","ESAM","EZR","F2RL3","FAM107B","FAM160B1","FAM171A1","FAM83F","FBLN2","FBN2","FCER1A","FGFR1","FHL2","FHOD1","FNDC3B","FP671120.7","FP671120.8","FPR2","FREM1","FRG1EP","FTH1","FTH1P1","FTH1P2","FTL","FUT4","GADD45GIP1","GALNT10","GAPDH","GAPDHP40","GAPDHP64","GAPDHP72","GAR1","GART","GAS5","GAS7","GATA1","GATA2","GBP2","GCSAML","GET3","GFI1","GFI1B","GLIPR1","GLOD5","GMPR","GNG5","GNL3","GOLGA4","GOLGB1","GPR160","GPR85","GPX1P1","GPX4","GRAMD1B","GRAP2","GRWD1","GSN","GTF2H2","GTF3C2","GTF3C6","GTSF1","GUCD1","GUK1","HACD1","HAL","HBB","HBD","HBQ1","HCST","HDC","HEMGN","HGF","HIP1","HLA-C","HLA-DQA2","HLA-DQB1","HLA-DRB6","HLX","HMGB3P6","HMGN2","HNRNPM","HOPX","HPGDS","HSBP1","HSP90AA1","HSP90AB1","HSP90B1","HSPB1P1","HYAL3","ICAM2","ICAM5","IDH3G","IFITM2","IFITM3P1","IGF2BP1","IGFBP2","IGFBP4","IGHM","IGLL1","IL17RA","IL1RL1","IL6R","INKA1","IRAK3","IRF8","ISOC2","ITGA2B","ITGAE","ITM2A","JAKMIP2","JAML","KCNE3","KCNH2","KCNK6","KDM5D","KEL","KIAA0319L","KIAA0930","KLF1","KLHDC8B","KRTCAP2","KTN1","KXD1","LAGE3","LAMTOR2","LAMTOR4","LAMTOR5P1","LAT2","LDB1","LEF1","LEF1-AS1","LINC00884","LINC00926","LINC01515","LINC02242","LIPE","LITAF","LMNA","LMO4","LPAR5","LPO","LSM10","LSM4","LSM5","LSM7","LSP1","LST1","LTBP1","LXN","LY86","LYL1","LYST","LYZ","MAD2L2","MANF","MAP2K2","MARCKS","MCM3","MDH2","MED12L","MEF2C","MEIS1","METTL26","MEX3B","MFSD14A","MGAT3","MICAL2","MICOS13","MINPP1","MIR1244-2","MIR1244-3","MIR924HG","MNDA","MPDU1","MPIG6B","MPO","MPP1","MROCKI","MRTFA","MS4A3","MS4A6A","MT2A","MTARC1","MTATP8P1","MTCH2","MTCO1P40","MTCO2P12","MTCO2P22","MTCYBP18","MTLN","MTRNR2L1","MTRNR2L10","MTRNR2L12","MTRNR2L8","MTSS1","MYDGF","MYH10","MYL4","MYO18A","MYO1B","MZB1","MZT2A","MZT2B","NAA38","NACA3P","NAP1L1","NBEAL1","NBPF3","NCBP2AS2","NDUFA1","NDUFA12","NDUFA2","NDUFA3","NDUFA4","NDUFA5P11","NDUFA6","NDUFAB1","NDUFB1","NDUFB11","NDUFB1P1","NDUFB3","NDUFB4","NDUFB5","NDUFB6","NDUFB7","NDUFB8P2","NDUFS5P3","NDUFS6","NDUFS7","NDUFS8","NEDD8P1","NENF","NETO2","NFIB","NKD2","NKG7","NME2","NME2P1","NOG","NOL4L","NOLC1","NOP10","NT5DC2","NTHL1","NTRK1","NUP93","OCIAD2","OST4","P2RY2","PAIP2","PARK7","PARP8","PCYT1B","PDCD5","PDCD5P1","PDE3B","PDE4D","PDLIM1","PDXP","PFDN5","PFN1","PFN1P1","PHB","PHPT1","PIMREG","PIN4P1","PIP5K1B","PKIG","PLAC8","PLIN2","PLPPR3","PNISR","PNMT","POLR2F","POLR2G","POLR2H","POLR2J","POLR2L","POMP","PPIB","PPIP5K2","PPM1H","PPP1R14A","PRADC1","PRAM1","PRDX1","PRELID1","PRKX","PRKY","PRMT1","PRSS21","PRSS23","PRTN3","PSMA6","PSMB1","PSMB3","PSMB5","PSMB6","PSMC3","PSMC4","PSMC5","PSMD1","PSMD4","PSME2","PSME3","PTAFR","PTGER3","PTGS1","PTMAP2","PTTG1","PTTG2","PXK","RAB27A","RAB27B","RAB31","RAB32","RAB44","RAB5IF","RAB6B","RAB7B","RAN","RBIS","RBM25","RECQL4","REEP4","RFX8","RFXANK","RHAG","RHEX","RHOQ","RIPOR3","RMRP","RNASE2","RNASE3","RND2","RNF181","RNY3P8","ROCK1","ROMO1","RPA3","RUVBL2","S100A11","S100A4","S100A6","S100Z","SAP18","SBF2","SCAF1","SDHB","SDHC","SEC61G","SELENOH","SEMA7A","SERF2","SERPINB1","SERPINB10","SERPINE2","SF3A1","SF3B5","SGTA","SH3BGRL3","SH3GL1","SH3TC1","SIGLEC10","SIGLEC14","SIRPB2","SIVA1","SLC16A7","SLC22A4","SLC27A5","SLC2A5","SLC36A4","SLC40A1","SLC44A2","SLCO4C1","SLIRP","SLK","SMIM1","SMIM24","SMIM3","SMIM4","SNF8","SNHG25","SNHG6","SNHG9","SNRPC","SNRPD2","SNRPF","SNRPG","SNRPGP2","SORBS1","SPATA20","SPINK2","SPNS2","SPNS3","SPON2","SPTA1","SPTAN1","SQOR","SREK1","SRGN","SRSF9","ST3GAL3","ST8SIA6","ST8SIA6-AS1","STAB1","STAM","STMP1","STON2","STX3","STX8","STXBP5","SUCNR1","SUMO1P3","SV2A","SVOPL","SYNGR1","TAFA2","TAL1","TAOK3","TENT5A","TESC","TESPA1","TFEC","TFR2","THRB","TIMM13","TIMM17A","TIMM8B","TIMP2","TIMP3","TLE4","TLR2","TLR4","TMEM123","TMEM160","TMEM258","TMSB4X","TMSB4XP4","TNFRSF19","TNFRSF1B","TNFSF13B","TNIK","TOMM22","TOMM40","TOMM5","TOMM7","TOP2B","TP53RK","TPI1","TPI1P1","TPI1P2","TPM1","TPST2","TPT1","TRAPPC2L","TRAPPC5","TRAPPC6A","TREML2","TRGC1","TRIAP1","TRIM14","TSC22D1","TSFM","TSN","TSPAN32","TSPO","TSPOAP1","TTC7A","TTTY14","TUBB2A","TUFM","TXLNGY","TXN","TXN2","TXNDC17","UBA52","UBASH3A","UBB","UBE2C","UBE2N","UBE2S","UBE2W","UBL5","UQCRFS1","UQCRHP2","UQCRQ","USP25","USP9Y","UTY","VPS28","WASH5P","WASH7P","WDFY1","WDR18","WDR46","WDR60","WNT5B","XACT","XIST","XRCC2","YBX1P2","YIF1B","Z74021.1","ZBTB16","ZC3H13","ZC3H14","ZFPM1","ZFY","ZKSCAN1","ZMYND8","ZNF385A","ZNF521","ZNRD2","AL590609.2","LINC01806","ZNF215","T1","avg_dT2","avg_dT3","max_var","min_var","predicted.celltype","Colony_size","homogeneity","n_celltypes","exp","distance"
0,0,3,3,0,0,41,1,0,0,0,0,1,6,2,1,0,1,0,0,2,7,1,0,0,2,52,0,0,1,0,0,7,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,2,0,5,0,2,0,0,11,2,0,5,0,2,0,5,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,2,6,0,2,6,12,8,5,3,1,3,2,0,1,2,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,2,1,6,8,3,1,1,0,0,0,0,0,0,0,4,0,11,3,2,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,2,9,4,14,2,12,9,15,0,12,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,10,5,3,1,0,3,0,0,0,3,0,1,0,2,0,0,2,0,6,0,2,11,0,1,2,12,0,5,2,0,12,0,1,2,1,0,2,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,2,26,0,1,0,81,2,0,2,2,0,11,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,0,0,4,6,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,5,23,17,1,0,0,0,0,2,16,1,1,0,0,2,0,3,0,0,0,0,7,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,3,4,0,4,2,0,0,0,0,0,0,0,0,8,2,0,0,0,2,4,4,8,1,0,1,1,0,0,0,0,6,3,0,4,3,0,7,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,4,0,0,1,1,8,14,3,0,1,0,0,2,0,0,5,6,2,0,2,5,0,0,13,3,2,2,5,2,1,2,5,3,5,6,6,1,1,4,3,0,2,3,4,2,3,0,0,0,4,0,1,0,1,1,9,2,0,0,2,2,7,0,2,4,0,0,6,0,0,0,0,0,10,25,2,5,3,0,0,0,0,2,0,0,0,0,4,5,1,2,8,10,5,1,0,1,0,0,2,2,0,0,3,0,0,0,1,7,8,1,2,12,2,8,4,6,4,2,0,0,1,8,3,1,0,0,0,2,0,0,1,0,0,11,5,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,1,14,2,1,1,37,17,0,6,0,1,1,2,0,2,0,21,0,0,0,5,7,1,1,0,0,0,0,0,6,0,0,2,0,0,0,2,0,1,1,0,0,0,1,2,1,5,1,10,25,2,12,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,8,0,0,0,0,1,2,5,0,0,0,0,0,0,2,2,68,3,0,1,0,2,2,2,2,7,3,0,7,0,0,0,0,4,4,0,2,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,8,5,5,18,0,7,0,0,2,0,15,0,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,60,20,NA,0,0,"CD34+CD38-/HPC",4,0.857142857142857,2,"exp1",0.25050244088981
1,0,0,5,0,3,144,3,0,2,0,3,20,18,12,0,0,0,10,0,0,21,1,0,30,40,267,0,1,8,6,1,1,0,4,0,0,0,1,13,8,31,3,1,0,0,22,6,0,13,22,0,2,0,7,18,5,0,0,0,20,11,25,18,0,57,24,3,16,0,23,0,23,2,0,1,0,1,11,0,32,22,1,8,5,25,0,17,0,12,9,8,38,10,33,72,7,53,41,36,72,5,1,19,0,0,72,0,0,2,6,6,10,14,10,6,6,0,0,28,0,27,0,0,0,4,2,0,10,0,31,25,61,63,34,0,19,49,0,0,0,5,0,15,11,13,250,0,12,1,20,18,7,7,0,18,9,6,0,107,0,34,6,23,21,71,93,71,90,72,56,70,1,42,0,9,1,0,3,10,0,0,4,0,0,20,0,0,4,59,18,12,36,0,1,0,3,12,5,2,2,13,19,1,33,4,0,30,2,24,6,3,0,113,77,2,59,1,0,32,38,0,24,4,0,34,0,1,0,1,41,4,0,35,0,0,0,0,5,0,0,0,2,4,0,15,0,9,0,0,0,391,3,9,23,0,41,3,148,0,0,2,16,36,191,3,0,0,2,0,13,0,0,0,0,0,63,21,8,17,0,0,19,45,0,0,9,5,0,9,20,0,14,30,5,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,29,18,0,0,38,93,92,36,0,0,0,0,22,2,1,0,0,5,0,0,7,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,4,3,0,0,16,20,9,16,3,10,1,0,3,0,0,0,0,1,0,0,10,49,39,0,4,16,33,21,13,0,0,3,2,0,1,2,0,4,1,31,4,11,16,0,3,1,16,0,0,0,0,9,1,1,0,1,0,6,0,0,0,0,23,0,0,24,0,4,18,3,18,1,168,14,18,15,90,16,0,6,6,0,14,6,0,7,18,25,1,18,106,0,5,92,34,29,11,58,0,47,23,32,17,2,13,58,7,14,51,3,3,87,15,69,3,5,0,32,0,0,31,3,0,5,32,22,4,1,0,25,9,26,0,28,29,0,0,38,1,0,0,4,0,18,66,0,18,12,0,1,0,0,0,1,0,18,0,32,18,7,6,30,42,11,2,0,0,2,0,50,31,2,0,55,0,0,0,29,39,21,24,60,43,40,34,14,23,20,20,0,0,0,8,3,0,2,0,3,1,0,0,23,1,0,20,10,4,1,5,0,10,0,0,0,0,7,0,0,0,4,0,5,38,7,29,90,63,135,0,25,0,15,7,19,390,22,0,53,5,0,0,41,17,6,18,18,0,0,0,0,9,0,0,0,0,1,0,83,0,29,4,0,0,3,9,8,29,19,10,41,47,30,67,25,11,2,0,6,0,0,0,17,3,0,0,4,1,0,1,0,2,9,0,2,7,0,0,1,0,0,13,0,0,12,1,0,0,0,0,5,18,10,23,1,15,11,0,0,51,5,54,219,3,0,0,0,6,18,28,87,60,2,2,48,9,0,20,3,101,5,3,3,0,0,9,0,1,4,8,0,34,0,4,0,1,45,0,62,11,11,84,0,105,1,5,5,3,117,33,3,67,3,0,0,1,8,2,0,14,16,0,0,0,0,1,5,11,29,0,6,4,0,0,11,21,0,0,11,0,0,0,45,18,16.25,0.916666666666667,0,"CD34+CD38-/HPC",9,0.9,2,"exp1",0.0778797171866654
1,2,7,10,0,1,186,14,0,5,0,0,5,38,21,0,0,19,4,2,0,36,2,0,3,32,428,0,0,19,1,0,16,0,13,0,9,0,11,3,4,12,11,2,0,0,20,6,0,47,4,1,1,1,1,3,4,0,6,0,22,20,25,2,0,90,33,11,18,0,0,0,43,6,0,0,0,1,5,0,12,12,3,5,0,0,1,1,0,12,21,9,31,28,85,48,24,49,31,44,31,3,14,27,0,0,123,0,1,7,3,2,2,10,2,3,11,16,0,31,4,27,0,4,3,3,0,2,3,1,30,17,36,45,36,5,11,1,4,1,2,7,0,0,30,6,83,14,9,0,1,0,0,17,0,8,0,10,0,21,0,34,13,15,56,71,71,62,37,71,67,108,0,27,0,3,0,0,4,12,1,1,2,11,0,13,0,2,2,62,21,16,3,2,13,0,3,12,1,0,10,12,9,2,8,16,0,76,1,27,15,3,6,22,32,1,22,23,0,54,13,4,10,10,5,10,29,6,6,0,18,1,0,18,1,2,0,0,0,2,1,0,2,1,9,0,0,0,0,0,0,438,1,16,346,0,20,2,355,1,1,11,7,7,45,0,0,0,6,0,19,3,0,11,0,0,20,7,6,9,0,0,157,39,3,4,7,16,2,5,18,0,19,7,4,0,0,0,0,1,0,0,0,0,0,0,0,4,3,5,182,17,0,0,23,99,93,23,0,0,0,0,12,47,2,0,5,0,15,0,22,0,9,1,12,32,6,0,11,5,0,31,1,0,0,2,0,0,20,0,0,11,7,18,6,24,24,3,32,7,0,0,3,0,1,0,0,3,32,6,0,0,4,27,25,30,50,14,0,0,16,4,0,2,5,27,17,3,14,37,0,24,2,10,0,2,3,3,11,0,0,0,0,0,8,0,13,3,0,22,0,9,2,0,4,13,4,23,2,0,3,17,12,48,6,0,13,0,0,11,1,14,32,45,26,1,38,130,0,1,42,27,18,28,48,2,16,16,35,36,7,25,34,12,23,25,9,2,48,15,27,3,14,0,0,0,27,30,4,1,1,24,37,13,1,0,14,14,43,2,8,63,0,0,32,4,0,1,4,0,48,149,7,19,22,0,1,0,1,15,1,0,5,0,26,9,11,21,78,40,20,5,1,2,8,1,38,26,4,2,29,0,0,0,21,65,32,18,20,36,15,36,18,19,32,14,4,0,0,8,9,2,6,5,0,10,1,0,14,0,0,77,20,10,5,4,0,10,0,0,0,0,8,0,0,0,17,0,12,72,20,28,32,184,40,0,33,0,8,11,22,22,20,0,114,4,0,0,24,30,16,41,3,2,0,0,0,30,1,0,3,1,0,0,3,1,41,1,0,1,3,14,4,23,23,5,45,79,45,68,6,0,0,1,1,11,3,0,12,5,6,14,16,1,0,0,14,3,12,0,0,14,1,1,0,0,0,18,0,0,4,2,32,0,3,0,0,32,6,34,6,0,1,0,0,7,17,32,365,4,0,9,5,13,23,19,35,24,3,0,98,8,1,0,3,17,34,2,8,1,0,11,6,3,2,11,0,4,0,18,1,0,36,1,76,21,28,127,0,84,18,13,19,0,65,19,6,35,2,3,1,7,3,5,0,10,0,6,0,0,0,6,1,10,12,0,18,2,0,1,5,13,4,0,14,0,0,0,60,20,NA,0,0,"CD34+CD38-/HPC",4,0.857142857142857,2,"exp1",0.25050244088981
39,1,0,12,2,6,250,21,0,3,0,4,53,69,18,0,0,15,13,3,2,57,8,0,78,30,420,0,0,60,16,3,10,0,19,0,3,0,4,7,8,27,25,2,0,0,62,10,0,45,17,2,3,0,17,36,10,0,8,0,26,22,61,2,0,104,87,8,11,3,4,0,27,9,26,0,3,3,1,0,33,38,11,43,0,10,0,0,4,21,20,0,33,41,92,53,80,55,85,61,64,16,0,54,0,0,92,2,0,2,6,5,9,36,14,3,9,1,0,45,0,65,0,0,0,36,0,7,9,15,59,18,57,45,41,0,14,40,13,0,0,12,0,0,17,19,96,15,17,0,35,0,2,86,0,19,6,13,5,30,6,23,12,18,49,72,83,68,64,75,73,115,1,89,10,2,11,5,9,0,37,0,8,0,0,50,0,20,6,30,48,51,27,5,3,0,58,7,2,17,14,19,6,4,27,0,0,73,5,46,17,3,9,23,40,5,75,47,0,67,18,4,16,7,7,0,67,3,0,5,66,5,6,22,20,2,3,17,8,3,0,36,0,10,19,2,0,12,0,24,0,345,1,11,308,2,34,16,251,0,1,6,24,11,77,0,29,87,0,25,27,0,36,0,0,6,38,12,4,11,0,11,33,66,0,0,14,2,1,16,42,11,11,16,12,0,0,142,3,6,0,12,0,2,1,1,1,4,0,3,182,36,0,42,48,120,139,33,2,2,5,11,13,103,6,0,0,26,0,0,12,0,0,33,5,0,19,54,10,15,2,0,0,42,11,6,13,12,5,39,3,11,11,13,20,19,27,1,7,41,7,0,1,0,0,1,8,3,28,2,8,0,6,32,34,52,0,2,0,18,0,53,3,0,8,10,15,0,14,53,27,17,16,31,11,6,0,15,25,9,0,0,3,0,12,2,0,24,0,57,0,0,10,0,5,38,10,38,2,1,6,14,16,61,15,36,15,45,5,14,0,0,45,47,67,4,16,173,0,10,61,37,38,36,66,4,39,38,36,57,11,36,31,10,54,25,12,2,68,26,36,6,17,0,8,0,2,78,8,0,33,43,71,5,15,10,22,24,36,0,25,62,0,10,37,3,3,4,28,2,54,250,3,46,39,0,9,7,29,2,8,0,11,2,36,24,23,24,101,68,28,5,24,8,8,0,36,35,4,5,58,28,8,0,33,81,40,26,51,54,16,39,20,43,25,13,11,6,26,10,56,4,0,0,27,0,0,1,13,3,0,63,28,14,15,8,0,9,13,5,0,27,5,0,0,0,15,1,2,67,21,28,6,81,26,0,29,0,16,17,24,31,49,2,158,7,0,1,63,38,18,61,18,0,5,0,0,44,5,0,10,0,0,20,14,0,69,6,3,0,0,19,14,17,26,2,50,141,68,106,25,2,0,0,0,0,0,5,0,0,11,28,14,4,22,2,8,9,25,16,0,15,28,0,2,7,3,4,1,18,5,0,13,20,1,40,1,45,11,47,0,77,2,0,0,12,14,37,148,3,2,0,0,10,28,28,55,57,4,13,124,24,1,3,27,60,28,4,8,16,0,10,4,1,7,5,11,22,2,0,8,3,49,12,122,32,38,115,2,138,17,22,40,1,66,29,6,73,5,5,10,13,4,11,2,16,4,3,13,97,0,1,0,15,53,9,16,8,20,2,8,66,46,12,21,0,0,0,45,18,16.25,0.916666666666667,0,"EryP/MkP",9,0.9,2,"exp1",0.0778797171866654
35,0,0,12,2,7,259,19,0,4,0,6,28,85,25,0,0,19,14,1,0,47,10,0,50,49,433,0,0,108,21,1,9,0,11,0,3,0,7,10,14,24,15,1,0,0,55,13,0,53,11,1,4,2,22,26,9,0,7,1,54,23,68,3,0,108,76,7,15,0,3,2,41,12,48,0,0,8,0,0,28,14,13,62,0,3,0,0,3,16,24,1,36,36,130,57,77,37,57,72,65,12,1,52,0,0,83,3,0,3,7,11,11,39,29,5,9,8,0,58,2,69,0,1,0,38,14,0,14,17,69,35,63,88,48,0,17,55,15,0,0,5,0,0,47,27,103,9,29,0,70,0,7,65,4,31,25,11,10,43,5,57,19,29,49,91,85,76,77,92,65,120,4,96,9,3,5,6,1,0,60,1,5,13,0,58,0,51,0,36,42,50,19,3,0,0,22,16,4,12,4,15,19,0,23,0,0,99,4,48,21,5,4,30,57,4,70,35,0,67,27,2,18,10,4,0,93,5,0,4,58,4,6,18,5,1,1,7,12,17,0,34,1,7,11,4,0,13,0,28,0,278,1,5,219,0,33,34,241,0,0,7,16,23,78,0,20,92,0,20,35,0,1,0,0,6,36,21,3,9,1,2,35,42,0,19,19,2,0,14,56,4,16,21,13,0,0,55,3,7,0,10,0,0,0,1,0,8,0,9,225,32,0,39,52,142,152,58,1,5,10,0,12,105,3,0,0,9,0,0,5,0,0,11,5,0,19,58,11,17,2,0,0,45,5,14,8,1,6,78,4,17,11,17,19,33,39,3,2,55,0,3,0,0,0,0,8,0,37,11,0,0,15,38,38,69,1,15,0,12,0,40,1,0,9,20,15,0,24,27,11,18,30,56,10,5,0,24,35,10,0,1,5,0,14,2,0,30,0,33,0,0,18,0,4,21,9,26,1,1,15,12,10,47,8,43,30,21,0,0,0,0,51,49,92,5,25,153,0,8,53,58,32,29,65,2,33,43,49,33,16,37,44,9,38,58,15,1,71,42,43,4,11,3,3,0,1,77,10,0,14,70,89,11,23,16,19,18,77,0,21,59,0,6,38,1,1,0,14,2,53,234,6,30,39,4,6,3,22,2,2,1,16,5,36,14,27,11,73,51,39,10,17,6,3,1,20,36,4,8,82,22,7,0,24,59,31,26,31,53,20,31,25,29,26,41,18,2,19,13,59,8,4,1,17,0,0,0,13,7,0,93,33,24,14,6,0,13,2,0,0,8,7,0,0,2,13,6,11,65,22,59,16,141,84,0,36,0,25,16,26,21,32,11,149,8,0,0,48,44,33,90,2,0,6,0,0,44,2,0,12,0,0,30,8,0,92,3,6,0,0,9,13,26,39,5,41,145,64,100,25,0,0,0,1,7,0,31,0,3,9,21,25,10,23,11,8,23,33,21,0,13,38,0,3,4,1,1,5,11,11,1,22,16,0,42,2,50,26,40,0,53,0,1,0,7,21,52,316,2,1,0,0,8,50,34,53,60,11,14,106,19,1,6,22,53,27,9,8,9,0,11,0,15,4,13,10,23,0,0,1,0,55,7,100,28,35,138,5,138,45,30,49,0,77,34,3,50,2,0,7,18,10,6,0,22,7,4,6,57,0,6,1,26,43,18,23,11,14,0,9,48,27,2,41,0,0,0,45,18,16.25,0.916666666666667,0,"EryP/MkP",9,0.9,2,"exp1",0.0778797171866654
24,0,0,8,1,2,222,13,0,1,0,3,20,58,21,0,0,20,5,5,2,25,6,0,9,36,529,0,0,60,2,0,4,0,8,1,2,0,9,7,5,20,9,1,0,2,34,11,0,47,11,2,1,2,5,32,7,0,2,0,31,16,37,4,0,85,58,11,15,0,0,4,38,13,27,0,0,4,0,0,19,16,12,55,0,2,0,0,4,21,17,0,32,41,106,53,63,50,56,85,73,4,1,38,3,0,94,7,0,8,3,8,14,24,14,5,14,0,0,26,2,68,0,0,0,29,17,5,15,24,47,38,54,67,31,0,13,46,14,0,0,11,0,0,13,11,128,15,15,0,43,0,6,79,7,21,19,11,0,28,5,30,21,14,52,77,93,77,56,71,54,118,1,52,5,0,5,8,3,0,29,0,3,2,0,40,0,30,1,16,29,44,16,5,2,0,30,21,4,8,4,13,17,6,25,0,0,80,4,45,14,3,5,23,53,4,66,42,0,80,29,1,15,10,3,0,82,2,0,2,53,0,7,14,6,1,0,18,4,8,0,30,0,2,8,3,0,2,0,33,0,226,1,3,225,1,30,21,281,0,1,13,14,15,70,0,31,87,0,18,12,1,41,0,1,9,23,15,7,18,1,0,34,47,0,0,16,0,0,13,31,6,19,9,19,0,11,152,6,0,0,4,0,0,0,4,1,5,0,8,185,19,0,22,46,129,146,30,2,1,4,7,18,68,5,1,1,18,0,0,8,0,0,14,6,0,24,60,4,15,0,0,0,45,1,22,5,7,6,49,7,13,6,12,15,25,21,1,4,66,11,0,0,0,2,0,3,5,44,8,2,0,11,29,24,45,0,0,2,6,0,29,0,1,8,17,12,0,21,47,13,34,13,21,19,5,0,11,15,8,2,0,1,0,6,0,0,19,0,37,0,0,21,0,5,24,9,13,2,0,4,13,10,51,17,43,10,44,1,8,0,0,37,47,97,2,17,174,0,1,51,51,31,19,64,2,33,39,42,37,16,43,36,12,25,34,9,2,65,26,35,2,14,0,6,0,0,61,9,0,31,30,64,13,11,3,14,9,43,0,23,60,0,8,32,2,1,2,19,0,38,204,7,28,18,6,4,4,19,3,4,0,14,1,32,28,18,24,84,49,29,6,21,6,4,0,19,30,3,3,45,18,7,0,32,49,45,17,43,38,14,48,23,24,22,29,0,6,6,6,58,3,1,0,8,0,0,1,13,1,0,84,18,17,7,9,0,15,6,2,0,14,5,0,0,1,13,0,6,54,29,30,13,110,43,0,36,0,22,17,12,23,45,8,139,15,0,0,35,29,32,67,4,0,0,0,0,30,0,0,9,0,1,26,17,0,70,6,6,3,0,23,17,14,35,5,43,136,63,79,13,2,0,0,0,0,0,11,1,0,7,31,13,3,24,0,3,1,22,10,0,7,30,0,0,0,3,4,2,10,12,0,5,29,0,47,2,38,13,38,0,36,1,0,0,28,18,54,138,0,0,0,0,18,29,17,51,36,12,9,132,15,2,6,23,21,19,3,11,14,0,5,3,16,5,8,7,17,0,0,4,1,47,9,87,10,41,124,2,146,43,10,58,1,71,25,4,79,0,2,5,25,9,3,0,17,6,2,2,58,0,2,2,13,18,14,9,7,19,0,8,44,29,4,15,0,0,0,45,18,16.25,0.916666666666667,0,"EryP/MkP",9,0.9,2,"exp1",0.0778797171866654
