"var_names","is_consequence","group","group_color","var_type"
"P2RY2",1,"Other","A9EBA9",1
"PABPC1",1,"Other","A9EBA9",1
"PAIP2",1,"Other","A9EBA9",1
"PALM2AKAP2",1,"Other","A9EBA9",1
"PARP8",1,"Other","A9EBA9",1
"PAWR",1,"Other","A9EBA9",1
"PAX8-AS1",1,"Other","A9EBA9",1
"PCYT1B",1,"Other","A9EBA9",1
"PDCD5",1,"Other","A9EBA9",1
"PDCD5P1",1,"Other","A9EBA9",1
"PDE3B",1,"Other","A9EBA9",1
"PDE4D",1,"Other","A9EBA9",1
"PDHB",1,"Other","A9EBA9",1
"PDLIM1",1,"Other","A9EBA9",1
"PDXP",1,"Other","A9EBA9",1
"PET100",1,"Other","A9EBA9",1
"PFDN5",1,"Other","A9EBA9",1
"PFDN6",1,"Other","A9EBA9",1
"PFN1",1,"Other","A9EBA9",1
"PFN1P1",1,"Other","A9EBA9",1
"PHB",1,"Other","A9EBA9",1
"PHF3",1,"Other","A9EBA9",1
"PHF5A",1,"Other","A9EBA9",1
"PHPT1",1,"Other","A9EBA9",1
"PIK3R1",1,"Other","A9EBA9",1
"PIMREG",1,"Other","A9EBA9",1
"PIN1",1,"Other","A9EBA9",1
"PIN4P1",1,"Other","A9EBA9",1
"PIP5K1B",1,"Other","A9EBA9",1
"PKIG",0,"TF","F0C69C",1
"PKM",1,"Other","A9EBA9",1
"PLAC8",1,"Other","A9EBA9",1
"PLEKHJ1",1,"Other","A9EBA9",1
"PLIN2",1,"Other","A9EBA9",1
"PLPPR3",1,"Other","A9EBA9",1
"PNISR",1,"Other","A9EBA9",1
"PNMT",0,"TF","F0C69C",1
"POLD2",1,"Other","A9EBA9",1
"POLE3",1,"Other","A9EBA9",1
"POLR2E",1,"Other","A9EBA9",1
"POLR2F",1,"Other","A9EBA9",1
"POLR2G",1,"Other","A9EBA9",1
"POLR2H",1,"Other","A9EBA9",1
"POLR2J",1,"Other","A9EBA9",1
"POLR2L",0,"TF","F0C69C",1
"POMP",1,"Other","A9EBA9",1
"POU2F2",1,"Other","A9EBA9",1
"PPA2",1,"Other","A9EBA9",1
"PPAN",1,"Other","A9EBA9",1
"PPDPF",0,"TF","F0C69C",1
"PPFIBP1",1,"Other","A9EBA9",1
"PPIB",1,"Other","A9EBA9",1
"PPIP5K2",1,"Other","A9EBA9",1
"PPM1H",1,"Other","A9EBA9",1
"PPP1R14A",0,"TF","F0C69C",1
"PPP1R14B",1,"Other","A9EBA9",1
"PRADC1",1,"Other","A9EBA9",1
"PRAM1",0,"TF","F0C69C",1
"PRDX1",1,"Other","A9EBA9",1
"PRDX2",1,"Other","A9EBA9",1
"PRDX4",1,"Other","A9EBA9",1
"PRELID1",0,"TF","F0C69C",1
"PRKX",1,"Other","A9EBA9",1
"PRKY",0,"TF","F0C69C",1
"PRMT1",1,"Other","A9EBA9",1
"PROM1",1,"Other","A9EBA9",1
"PRPF38B",1,"Other","A9EBA9",1
"PRR13",1,"Other","A9EBA9",1
"PRRC2C",1,"Other","A9EBA9",1
"PRSS21",0,"TF","F0C69C",1
"PRSS23",1,"Other","A9EBA9",1
"PRSS57",1,"Other","A9EBA9",1
"PRTN3",1,"Other","A9EBA9",1
"PSMA6",1,"Other","A9EBA9",1
"PSMB1",1,"Other","A9EBA9",1
"PSMB3",1,"Other","A9EBA9",1
"PSMB5",1,"Other","A9EBA9",1
"PSMB6",1,"Other","A9EBA9",1
"PSMC3",1,"Other","A9EBA9",1
"PSMC4",1,"Other","A9EBA9",1
"PSMC5",1,"Other","A9EBA9",1
"PSMD1",1,"Other","A9EBA9",1
"PSMD4",1,"Other","A9EBA9",1
"PSMD8",1,"Other","A9EBA9",1
"PSME2",1,"Other","A9EBA9",1
"PSME2P6",1,"Other","A9EBA9",1
"PSME3",1,"Other","A9EBA9",1
"PTAFR",1,"Other","A9EBA9",1
"PTGER3",1,"Other","A9EBA9",1
"PTGS1",1,"Other","A9EBA9",1
"PTMA",1,"Other","A9EBA9",1
"PTMAP2",0,"TF","F0C69C",1
"PTMAP5",1,"Other","A9EBA9",1
"PTOV1",1,"Other","A9EBA9",1
"PTTG1",1,"Other","A9EBA9",1
"PTTG2",1,"Other","A9EBA9",1
"PVT1",1,"Other","A9EBA9",1
"PXDN",1,"Other","A9EBA9",1
"PXK",1,"Other","A9EBA9",1
"PXN",1,"Other","A9EBA9",1
"PYCARD",1,"Other","A9EBA9",1
"PYCR1",1,"Other","A9EBA9",1
"RAB18",1,"Other","A9EBA9",1
"RAB27A",1,"Other","A9EBA9",1
"RAB27B",1,"Other","A9EBA9",1
"RAB31",1,"Other","A9EBA9",1
"RAB32",1,"Other","A9EBA9",1
"RAB44",1,"Other","A9EBA9",1
"RAB5IF",1,"Other","A9EBA9",1
"RAB6B",1,"Other","A9EBA9",1
"RAB7B",1,"Other","A9EBA9",1
"RAN",1,"Other","A9EBA9",1
"RAPGEF1",1,"Other","A9EBA9",1
"RBIS",1,"Other","A9EBA9",1
"RBM25",1,"Other","A9EBA9",1
"RBPJ",1,"Other","A9EBA9",1
"RCSD1",1,"Other","A9EBA9",1
"RECQL4",1,"Other","A9EBA9",1
"REEP4",1,"Other","A9EBA9",1
"RFLNB",1,"Other","A9EBA9",1
"RFX8",1,"Other","A9EBA9",1
"RFXANK",1,"Other","A9EBA9",1
"RGL4",1,"Other","A9EBA9",1
"RHAG",1,"Other","A9EBA9",1
"RHEX",0,"TF","F0C69C",1
"RHOG",1,"Other","A9EBA9",1
"RHOQ",1,"Other","A9EBA9",1
"RIPOR1",1,"Other","A9EBA9",1
"RIPOR3",0,"TF","F0C69C",1
"RMDN3",1,"Other","A9EBA9",1
"RMRP",1,"Other","A9EBA9",1
"RNASE2",0,"TF","F0C69C",1
"RNASE3",0,"TF","F0C69C",1
"RNASEH2C",1,"Other","A9EBA9",1
"RND2",1,"Other","A9EBA9",1
"RNF181",1,"Other","A9EBA9",1
"RNY3P8",1,"Other","A9EBA9",1
"ROCK1",1,"Other","A9EBA9",1
"ROMO1",0,"TF","F0C69C",1
"RPA3",1,"Other","A9EBA9",1
"RPN2",1,"Other","A9EBA9",1
"RRAGD",1,"Other","A9EBA9",1
"RUNX3",1,"Other","A9EBA9",1
"RUVBL2",1,"Other","A9EBA9",1
"S100A11",1,"Other","A9EBA9",1
"S100A4",1,"Other","A9EBA9",1
"S100A6",0,"TF","F0C69C",1
"S100A9",0,"TF","F0C69C",1
"S100Z",1,"Other","A9EBA9",1
"SAP18",1,"Other","A9EBA9",1
"SBF2",1,"Other","A9EBA9",1
"SCARB1",1,"Other","A9EBA9",1
"SDF2L1",1,"Other","A9EBA9",1
"SDHA",1,"Other","A9EBA9",1
"SDHB",1,"Other","A9EBA9",1
"SEC61B",1,"Other","A9EBA9",1
"SEC61G",1,"Other","A9EBA9",1
"SEC63P1",1,"Other","A9EBA9",1
"SELENOH",1,"Other","A9EBA9",1
"SELENOK",1,"Other","A9EBA9",1
"SELL",1,"Other","A9EBA9",1
"SEM1",0,"TF","F0C69C",1
"SEMA7A",1,"Other","A9EBA9",1
"SEPTIN9",1,"Other","A9EBA9",1
"SERF2",1,"Other","A9EBA9",1
"SERINC5",1,"Other","A9EBA9",1
"SERPINB1",1,"Other","A9EBA9",1
"SERPINB10",1,"Other","A9EBA9",1
"SERPINE2",1,"Other","A9EBA9",1
"SF3A1",1,"Other","A9EBA9",1
"SF3B5",1,"Other","A9EBA9",1
"SGTA",1,"Other","A9EBA9",1
"SH3BGRL3",1,"Other","A9EBA9",1
"SH3TC1",1,"Other","A9EBA9",1
"SHARPIN",1,"Other","A9EBA9",1
"SIGLEC10",1,"Other","A9EBA9",1
"SIGLEC14",1,"Other","A9EBA9",1
"SIRPB2",1,"Other","A9EBA9",1
"SIVA1",1,"Other","A9EBA9",1
"SLC16A7",1,"Other","A9EBA9",1
"SLC22A4",1,"Other","A9EBA9",1
"SLC27A5",1,"Other","A9EBA9",1
"SLC2A5",1,"Other","A9EBA9",1
"SLC2A6",1,"Other","A9EBA9",1
"SLC36A4",1,"Other","A9EBA9",1
"SLC40A1",0,"TF","F0C69C",1
"SLC44A2",1,"Other","A9EBA9",1
"SLCO4C1",1,"Other","A9EBA9",1
"SLIRP",1,"Other","A9EBA9",1
"SLK",1,"Other","A9EBA9",1
"SMC6",1,"Other","A9EBA9",1
"SMIM1",1,"Other","A9EBA9",1
"SMIM24",0,"TF","F0C69C",1
"SMIM3",1,"Other","A9EBA9",1
"SMIM4",1,"Other","A9EBA9",1
"SNF8",1,"Other","A9EBA9",1
"SNHG25",0,"TF","F0C69C",1
"SNHG29",1,"Other","A9EBA9",1
"SNHG6",1,"Other","A9EBA9",1
"SNHG9",1,"Other","A9EBA9",1
"SNRNP25",1,"Other","A9EBA9",1
"SNRPB",1,"Other","A9EBA9",1
"SNRPC",1,"Other","A9EBA9",1
"SNRPD2",0,"TF","F0C69C",1
"SNRPE",1,"Other","A9EBA9",1
"SNRPF",1,"Other","A9EBA9",1
"SNRPG",0,"TF","F0C69C",1
"SNRPGP2",1,"Other","A9EBA9",1
"SNU13",1,"Other","A9EBA9",1
"SOD1",1,"Other","A9EBA9",1
"SORBS1",1,"Other","A9EBA9",1
"SPATA20",1,"Other","A9EBA9",1
"SPINK2",1,"Other","A9EBA9",1
"SPNS2",1,"Other","A9EBA9",1
"SPNS3",1,"Other","A9EBA9",1
"SPON2",1,"Other","A9EBA9",1
"SPTA1",1,"Other","A9EBA9",1
"SPTAN1",1,"Other","A9EBA9",1
"SPTBN1",0,"TF","F0C69C",1
"SQOR",1,"Other","A9EBA9",1
"SREK1",1,"Other","A9EBA9",1
"SRFBP1",1,"Other","A9EBA9",1
"SRGN",0,"TF","F0C69C",1
"SRSF9",1,"Other","A9EBA9",1
"SSBP4",1,"Other","A9EBA9",1
"SSNA1",1,"Other","A9EBA9",1
"ST3GAL3",1,"Other","A9EBA9",1
"ST8SIA6",0,"TF","F0C69C",1
"ST8SIA6-AS1",1,"Other","A9EBA9",1
"STAB1",0,"TF","F0C69C",1
"STAM",1,"Other","A9EBA9",1
"STMP1",1,"Other","A9EBA9",1
"STOM",1,"Other","A9EBA9",1
"STOML2",1,"Other","A9EBA9",1
"STON2",0,"TF","F0C69C",1
"STRAP",1,"Other","A9EBA9",1
"STX3",1,"Other","A9EBA9",1
"STX8",1,"Other","A9EBA9",1
"STXBP5",1,"Other","A9EBA9",1
"SUCNR1",0,"TF","F0C69C",1
"SUMO1P3",1,"Other","A9EBA9",1
"SUMO2",1,"Other","A9EBA9",1
"SV2A",1,"Other","A9EBA9",1
"SVOPL",1,"Other","A9EBA9",1
"SYNGR1",1,"Other","A9EBA9",1
"SYNGR2",1,"Other","A9EBA9",1
"SYVN1",1,"Other","A9EBA9",1
"TAFA2",1,"Other","A9EBA9",1
"TAL1",1,"Other","A9EBA9",1
"TAOK3",1,"Other","A9EBA9",1
"TBC1D2B",1,"Other","A9EBA9",1
"TBCA",1,"Other","A9EBA9",1
"TBRG4",1,"Other","A9EBA9",1
"TENT5A",1,"Other","A9EBA9",1
"TESC",1,"Other","A9EBA9",1
"TESPA1",0,"TF","F0C69C",1
"TEX10",1,"Other","A9EBA9",1
"TFEC",0,"TF","F0C69C",1
"TFR2",0,"TF","F0C69C",1
"TGFBRAP1",1,"Other","A9EBA9",1
"THRB",1,"Other","A9EBA9",1
"TIMM17A",1,"Other","A9EBA9",1
"TIMM17B",1,"Other","A9EBA9",1
"TIMM50",1,"Other","A9EBA9",1
"TIMM8B",1,"Other","A9EBA9",1
"TIMP2",1,"Other","A9EBA9",1
"TIMP3",0,"TF","F0C69C",1
"TLE4",1,"Other","A9EBA9",1
"TLR2",1,"Other","A9EBA9",1
"TLR4",1,"Other","A9EBA9",1
"TMEM123",1,"Other","A9EBA9",1
"TMEM147",1,"Other","A9EBA9",1
"TMEM160",1,"Other","A9EBA9",1
"TMEM258",1,"Other","A9EBA9",1
"TMSB4X",1,"Other","A9EBA9",1
"TMSB4XP4",1,"Other","A9EBA9",1
"TNFRSF19",1,"Other","A9EBA9",1
"TNFRSF1B",1,"Other","A9EBA9",1
"TNFSF13B",0,"TF","F0C69C",1
"TNIK",1,"Other","A9EBA9",1
"TOMM22",1,"Other","A9EBA9",1
"TOMM40",1,"Other","A9EBA9",1
"TOMM5",1,"Other","A9EBA9",1
"TOMM7",0,"TF","F0C69C",1
"TOP2B",1,"Other","A9EBA9",1
"TP53I11",1,"Other","A9EBA9",1
"TP53RK",1,"Other","A9EBA9",1
"TPI1",1,"Other","A9EBA9",1
"TPI1P1",1,"Other","A9EBA9",1
"TPI1P2",1,"Other","A9EBA9",1
"TPM1",1,"Other","A9EBA9",1
"TPST2",1,"Other","A9EBA9",1
"TPT1",1,"Other","A9EBA9",1
"TRAPPC1",1,"Other","A9EBA9",1
"TRAPPC2L",1,"Other","A9EBA9",1
"TRAPPC5",1,"Other","A9EBA9",1
"TRAPPC6A",1,"Other","A9EBA9",1
"TRBC2",0,"TF","F0C69C",1
"TREML2",0,"TF","F0C69C",1
"TRGC1",1,"Other","A9EBA9",1
"TRIAP1",1,"Other","A9EBA9",1
"TRIM14",1,"Other","A9EBA9",1
"TRIR",1,"Other","A9EBA9",1
"TRPM2",1,"Other","A9EBA9",1
"TSC22D1",1,"Other","A9EBA9",1
"TSFM",1,"Other","A9EBA9",1
"TSN",1,"Other","A9EBA9",1
"TSPAN32",1,"Other","A9EBA9",1
"TSPO",1,"Other","A9EBA9",1
"TSPOAP1",0,"TF","F0C69C",1
"TSR3",1,"Other","A9EBA9",1
"TTC3",1,"Other","A9EBA9",1
"TTC7A",1,"Other","A9EBA9",1
"TTTY14",0,"TF","F0C69C",1
"TUBB2A",1,"Other","A9EBA9",1
"TUFM",1,"Other","A9EBA9",1
"TXLNGY",0,"TF","F0C69C",1
"TXN",0,"TF","F0C69C",1
"TXNDC17",1,"Other","A9EBA9",1
"UBA52",1,"Other","A9EBA9",1
"UBASH3A",1,"Other","A9EBA9",1
"UBB",1,"Other","A9EBA9",1
"UBC",1,"Other","A9EBA9",1
"UBE2C",1,"Other","A9EBA9",1
"UBE2N",1,"Other","A9EBA9",1
"UBE2S",1,"Other","A9EBA9",1
"UBE2W",1,"Other","A9EBA9",1
"UBL5",1,"Other","A9EBA9",1
"UQCC3",1,"Other","A9EBA9",1
"UQCRFS1",0,"TF","F0C69C",1
"UQCRH",1,"Other","A9EBA9",1
"UQCRHP2",1,"Other","A9EBA9",1
"UQCRQ",1,"Other","A9EBA9",1
"USP25",1,"Other","A9EBA9",1
"USP9Y",0,"TF","F0C69C",1
"UTY",0,"TF","F0C69C",1
"VAMP8",1,"Other","A9EBA9",1
"VAPA",1,"Other","A9EBA9",1
"VPS13C",1,"Other","A9EBA9",1
"VPS28",1,"Other","A9EBA9",1
"WASH3P",1,"Other","A9EBA9",1
"WASH5P",1,"Other","A9EBA9",1
"WASH7P",0,"TF","F0C69C",1
"WBP11",1,"Other","A9EBA9",1
"WDFY1",1,"Other","A9EBA9",1
"WDR18",1,"Other","A9EBA9",1
"WDR46",1,"Other","A9EBA9",1
"WDR60",1,"Other","A9EBA9",1
"WNT5B",1,"Other","A9EBA9",1
"XACT",0,"TF","F0C69C",1
"XIST",0,"TF","F0C69C",1
"XRCC2",1,"Other","A9EBA9",1
"YBX1P2",1,"Other","A9EBA9",1
"YBX3",1,"Other","A9EBA9",1
"YIF1B",1,"Other","A9EBA9",1
"Z74021.1",1,"Other","A9EBA9",1
"ZBTB11",1,"Other","A9EBA9",1
"ZBTB16",1,"Other","A9EBA9",1
"ZC3H13",1,"Other","A9EBA9",1
"ZC3H14",1,"Other","A9EBA9",1
"ZFPM1",1,"Other","A9EBA9",1
"ZFY",1,"Other","A9EBA9",1
"ZKSCAN1",1,"Other","A9EBA9",1
"ZMYND8",1,"Other","A9EBA9",1
"ZNF385A",1,"Other","A9EBA9",1
"ZNF521",1,"Other","A9EBA9",1
"ZNRD2",1,"Other","A9EBA9",1
"AL590609.2",1,"Other","A9EBA9",1
"LINC01806",1,"Other","A9EBA9",1
"ZNF215",1,"Other","A9EBA9",1
"family",0,"TF","F0C69C",0
"T1",0,"TF","F0C69C",1
"avg_dT2",0,"TF","F0C69C",1
"avg_dT3",0,"TF","F0C69C",1
"predicted.celltype",0,"TF","F0C69C",0
"Colony_size",0,"TF","F0C69C",1
"exp",0,"TF","F0C69C",0
"distance",0,"TF","F0C69C",1
