"","family","T1","avg_dT2","avg_dT3","predicted.celltype","Colony_size","exp","distance"
"AC005962.1",0,0,0,0,0,0,0,0
"AC005962.2",0,0,0,0,0,0,0,0
"AC005972.3",0,0,0,0,0,0,0,0
"AC005998.1",0,0,0,0,0,0,0,0
"AC006001.2",0,0,0,0,0.012685,0,0,0
"AC006001.3",0,0,0,0,0.048888,0,0,0
"AC006008.1",0,0,0.005618,0,0,0,0,0
"AC006017.1",0,0,0,0,0,0,0,0
"AC006023.2",0,0,0,0,0,0,0,0
"AC006026.1",0,0.000886,0,0,0,0,0,0
"AC006026.3",0,0,0,0,0,0,0,0
"AC006028.1",0,0,0,0,0,0,0,0
"AC006030.1",0,0,0,0,0,0,0,0
"AC006033.1",0,0,0,0,0,0,0,0
"AC006033.2",0,0,0,0,0,0,0,0
"AC006042.1",0,0,0,0,0,0,0,0
"AC006042.2",0,0,0,0,0,0,0,0
"AC006043.1",0,0,0,0,0,0,0,0
"AC006058.2",0,0,0,0,0,0,0,0
"AC006059.1",0,0,0,0,0.03985,0,0,0
"AC006059.5",0,0,0,0,0,0,0,0
"AC006064.1",0,0,0,0,0,0,0,0
"AC006064.2",0,0,0,0,0,0,0,0
"AC006064.3",0,0,0,0,0,0,0,0
"AC006077.1",0,0,0,0,0,0,0,0
"AC006077.2",0,0,0,0,0,0,0,0
"AC006111.2",0,0,0,0,0,0.008536,0,0
"AC006115.2",0,0,0,0,0,0,0,0
"AC006116.11",0,0,0,0,0,0,0,0
"AC006116.12",0,0,0,0,0,0,0,0
"AC006116.2",0,0,0,0,0,0,0,0
"AC006116.3",0,0,0,0,0.004849,0,0,0
"AC006116.9",0,0,0,0,0,0,0,0
"AC006122.1",0,0,0,0,0,0,0,0
"AC006127.1",0,0,0,0,0,0,0,0
"AC006128.1",0,0,0,0,0,0,0,0
"AC006130.3",0,0,0,0,0,0,0,0
"AC006141.1",0,0,0.027693,0,0.011043,0,0.018052,0
"AC006144.1",0,0,0,0,0,0,0,0
"AC006157.1",0,0,0,0,0,0,0,0
"AC006160.1",0,0,0,0,0,0,0,0
"AC006197.1",0,0,0,0,0,0,0,0
"AC006205.1",0,0,0,0,0,0,0,0
"AC006207.1",0,0,0.005243,0,0,0,0,0
"AC006210.2",0,0,0,0,0,0,0,0
"AC006213.1",0,0,0,0,0,0,0,0
"AC006213.2",0,0,0,0,0,0,0,0
"AC006213.3",0,0,0,0,0,0,0,0
"AC006213.4",0,0,0,0,0,0,0,0
"AC006213.6",0,0,0,0,0,0,0,0
"AC006213.7",0,0,0,0,0,0,0,0
"AC006230.1",0,0,0,0,0,0,0,0
"AC006238.1",0,0,0,0,0,0,0,0
"AC006238.2",0,0,0,0,0,0,0,0
"AC006252.1",0,0,0,0,0,0,0,0
"AC006254.1",0,0,0,0,0,0,0,0
"AC006254.3",0,0,0,0,0,0,0,0
"AC006262.1",0,0,0,0,0,0,0,0
"AC006270.1",0,0,0,0,0,0,0,0
"AC006273.1",0,0,0,0,0.002441,0,0,0
"AC006277.1",0,0,0.029054,0,0,0,0.013483,0
"AC006299.1",0,0,0,0,0,0,0,0
"AC006330.1",0,0,0,0,0.017516,0,0.003053,0
"AC006333.1",0,0,0,0,0,0,0,0
"AC006348.1",0,0,0,0,0,0,0,0
"AC006386.2",0,0,0,0,0,0,0,0
"AC006435.2",0,0,0,0,0,0,0,0
"AC006435.4",0,0,0,0,0,0,0,0
"AC006435.5",0,0,0,0,0.002352,0,0,0
"AC006441.1",0,0,0,0,0,0,0,0
"AC006445.2",0,0,0,0,0,0,0,0
"AC006452.2",0,0,0,0,0,0,0,0
"AC006453.3",0,0,0.002465,0,0,0,0,0
"AC006460.1",0,0,0,0,0.003069,0,0.00987,0
"AC006460.2",0,0,0,0,0,0,0,0
"AC006480.2",0,0,0,0,0,0,0,0
"AC006480.3",0,0,0,0,0.043579,0,0.001481,0
"AC006483.1",0,0,0,0.008746,0.033427,0,0.030139,0.025669
"AC006483.2",0,0,0,0,0,0,0,0
"AC006486.2",0,0,0,0,0,0,0,0
"AC006504.1",0,0,0,0,0.001235,0,0,0
"AC006504.3",0,0,0,0,0,0,0,0
"AC006504.5",0.033044,0,0,0,0.015704,0,0,0
"AC006504.6",0,0,0,0,0,0,0,0
"AC006504.7",0,0,0,0,0,0,0.005214,0
"AC006509.1",0,0,0,0,0,0,0,0
"AC006509.3",0,0,0,0,0,0,0,0
"AC006511.3",0,0,0,0,0.013474,0,0,0
"AC006511.4",0,0,0,0,0,0,0.001592,0.011274
"AC006511.5",0,0,0,0,0,0,0,0
"AC006511.7",0,0,0,0,0,0.009282,0,0
"AC006517.6",0,0,0,0,0,0,0,0
"AC006529.1",0,0,0,0,0.004185,0,0,0
"AC006530.1",0,0,0,0,0,0,0,0
"AC006538.1",0,0,0,0,0.010777,0,0,0
"AC006538.3",0,0,0,0,0,0,0,0
"AC006538.4",0,0,0,0,0,0,0,0
"AC006539.1",0,0,0,0,0,0,0,0
"AC006547.1",0,0,0,0,0,0,0,0
"AC006557.1",0,0.000886,0,0,0,0,0,0
"AC006557.6",0,0,0,0,0,0,0,0
"AC006581.1",0,0,0,0,0,0,0,0
"AC006927.1",0,0,0,0,0,0,0,0
"AC006942.1",0,0,0,0,0,0,0,0
"AC006946.1",0,0,0,0,0,0,0,0
"AC006946.2",0,0,0,0,0,0,0,0
"AC006947.1",0,0,0,0,0,0,0,0
"AC006960.2",0,0,0,0,0,0.009282,0,0
"AC006960.3",0,0,0,0,0.003676,0,0,0
"AC006963.1",0,0,0.000457,0,0,0,0,0
"AC006970.1",0,0,0,0,0,0,0,0
"AC006971.1",0,0,0,0,0,0,0,0
"AC006972.1",0,0,0,0,0,0,0,0
"AC006978.1",0,0,0,0,0,0,0,0
"AC006978.2",0,0,0,0,0,0,0,0
"AC007000.2",0,0,0,0,0,0,0.008728,0
"AC007000.3",0,0,0,0,0,0,0,0.009403
"AC007000.4",0,0,0,0,0,0,0,0
"AC007001.1",0,0,0,0,0,0,0,0
"AC007014.1",0,0,0,0,0,0,0,0
"AC007014.2",0,0,0,0,0,0,0,0
"AC007016.1",0,0,0,0,0,0,0,0
"AC007021.1",0,0,0.009473,0,0,0,0,0
"AC007029.2",0,0,0,0,0,0,0.004117,0
"AC007036.1",0,0,0,0,0,0,0,0
"AC007036.2",0,0,0,0,0,0,0,0
"AC007038.1",0,0,0,0,0.007735,0,0,0
"AC007040.1",0,0,0.003193,0,0,0,0,0
"AC007040.2",0,0,0,0,0,0,0,0
"AC007064.2",0,0,0,0,0,0,0,0
"AC007066.1",0,0,0,0,0.003731,0,0,0
"AC007066.2",0,0,0,0,0,0,0,0
"AC007066.3",0,0,0,0,0,0,0,0
"AC007098.1",0,0,0,0,0,0,0,0
"AC007098.2",0,0,0,0,0,0,0,0
"AC007099.1",0,0,0,0,0,0,0,0
"AC007100.1",0,0,0,0,0,0,0,0
"AC007106.2",0,0,0,0,0,0,0,0
"AC007114.1",0,0,0,0,0,0,0,0
"AC007114.2",0,0,0,0,0,0,0,0
"AC007126.1",0,0,0,0,0,0,0,0
"AC007130.1",0,0,0,0,0,0,0,0
"AC007132.1",0,0,0,0,0,0,0,0
"AC007151.1",0,0,0,0,0,0,0,0
"AC007160.1",0,0,0.004691,0,0,0,0,0
"AC007161.1",0.072706,0.015758,0.031919,0,0.033718,0,0.143812,0.037272
"AC007161.2",0,0,0,0,0,0,0,0
"AC007179.2",0,0,0,0,0,0,0,0
"AC007182.2",0.00022,0,0,0,0.03249,0,0.016286,0.040096
"AC007191.1",0,0,0,0,0,0,0,0
"AC007193.2",0,0,0,0,0,0,0,0
"AC007204.1",0,0,0,0,0,0.000955,0,0
"AC007216.1",0,0,0,0,0,0,0,0
"AC007216.2",0,0,0,0,0,0.028862,0,0
"AC007216.3",0,0,0,0,0,0,0,0
"AC007216.4",0,0,0,0,0,0,0,0
"AC007220.2",0,0,0,0,0,0,0,0
"AC007224.2",0,0,0,0,0,0,0,0
"AC007229.1",0,0,0,0,0,0,0.015832,0.014639
"AC007238.1",0,0,0,0,0,0,0,0
"AC007240.1",0,0,0,0,0,0,0,0
"AC007240.3",0,0,0,0,0,0,0,0
"AC007244.1",0,0,0,0,0,0,0,0
"AC007250.1",0,0,0,0,0,0,0,0
"AC007262.2",0,0,0,0.002357,0,0,0,0
"AC007271.1",0,0,0,0,0,0.009282,0,0
"AC007272.1",0,0,0,0,0.003802,0,0,0
"AC007272.2",0,0,0.002341,0,0,0,0,0
"AC007279.1",0,0,0,0,0,0.004142,0,0
"AC007279.2",0,0,0,0,0,0,0,0
"AC007284.1",0,0,0,0,0,0,0,0
"AC007285.1",0,0,0,0,0,0,0,0
"AC007285.2",0,0,0,0,0,0,0.004117,0
"AC007292.1",0,0,0,0,0,0,0,0
"AC007292.2",0,0,0,0,0,0,0,0
"AC007292.3",0,0,0,0,0,0,0,0
"AC007314.1",0,0,0,0,0,0,0,0
"AC007318.1",0,0,0,0,0,0,0,0
"AC007318.3",0,0,0,0,0,0,0,0
"AC007319.1",0,0,0,0,0,0,0.002591,0
"AC007326.2",0,0,0,0,0.00181,0,0,0
"AC007327.1",0,0,0,0,0,0,0,0
"AC007327.2",0,0,0,0,0.008972,0,0,0
"AC007336.1",0,0,0,0,0,0,0,0
"AC007336.3",0,0,0,0,0,0,0,0
"AC007342.1",0,0,0,0,0,0,0,0
"AC007342.3",0,0,0,0,0,0,0,0
"AC007342.4",0,0,0,0,0,0,0,0
"AC007342.5",0,0,0,0,0,0,0,0
"AC007342.6",0,0,0,0,0,0,0,0
"AC007342.7",0,0,0,0,0,0,0,0
"AC007347.1",0,0,0,0.004671,0,0.007083,0.014481,0
"AC007349.2",0,0,0,0,0,0,0,0
"AC007349.3",0,0,0,0,0,0,0,0
"AC007365.1",0,0,0,0,0,0,0,0
"AC007365.2",0,0,0,0,0,0,0.014234,0.035937
"AC007381.1",0,0,0,0,0,0,0,0
"AC007383.1",0,0,0,0,0,0,0,0
"AC007383.4",0,0,0,0,0,0,0,0
"AC007384.1",0,0,0,0,0,0,0,0
"AC007386.1",0,0,0,0,0,0,0,0
"AC007387.2",0,0,0,0,0,0,0,0
"AC007389.1",0,0,0,0,0,0,0,0
"AC007389.3",0,0,0,0,0,0,0,0
"AC007390.1",0,0,0,0,0,0,0.037483,0
"AC007391.1",0,0,0,0,0,0,0,0
"AC007402.1",0,0,0.007478,0,0,0,0,0
"AC007405.2",0,0,0,0,0,0,0,0
"AC007405.3",0,0,0,0,0,0,0,0
"AC007405.4",0,0,0,0,0,0,0,0
"AC007405.5",0,0,0,0,0,0,0,0
"AC007406.5",0,0,0,0,0,0,0,0
"AC007431.1",0,0,0,0,0,0,0,0
"AC007431.2",0,0,0,0,0,0.017249,0,0
"AC007431.3",0,0,0.01016,0,0,0,0,0
"AC007448.4",0,0,0,0,0,0,0,0
"AC007448.5",0,0,0,0,0,0,0,0
"AC007450.3",0,0,0,0,0,0,0,0
"AC007450.4",0,0,0,0,0,0,0,0
"AC007485.2",0,0,0,0,0,0,0.007192,0
"AC007494.1",0,0,0,0,0,0,0,0.002078
"AC007494.2",0,0,0,0,0,0,0,0
"AC007494.3",0,0,0,0,0,0,0,0
"AC007496.1",0,0,0,0,0,0,0,0
"AC007496.2",0,0,0,0,0,0,0,0
"AC007496.3",0,0,0,0,0,0,0,0
"AC007513.1",0,0,0,0,0,0,0,0
"AC007533.1",0,0,0.007478,0,0.007627,0,0,0
"AC007533.2",0,0,0,0,0,0,0,0
"AC007537.1",0,0,0,0,0,0,0,0
"AC007541.1",0,0,0,0.010568,0,0,0,0
"AC007546.1",0,0,0,0,0,0,0,0
"AC007546.3",0,0,0,0,0,0,0,0
"AC007551.1",0,0,0,0,0,0,0,0
"AC007552.1",0,0,0,0,0,0.003856,0,0.019048
"AC007559.1",0,0,0.009498,0,0,0,0,0
"AC007560.1",0,0,0,0,0,0,0,0
"AC007566.1",0,0,0,0,0,0,0,0
"AC007569.1",0,0,0,0,0,0,0,0
"AC007598.2",0,0,0,0,0,0,0,0
"AC007598.3",0,0,0,0,0,0,0,0
"AC007599.1",0,0,0.00135,0,0,0,0,0
"AC007599.2",0,0,0,0,0,0,0,0
"AC007601.1",0,0,0,0,0,0,0,0
"AC007601.2",0,0,0,0,0,0,0,0
"AC007608.3",0,0,0,0,0,0,0.000927,0
"AC007608.4",0,0,0,0,0,0,0,0
"AC007610.6",0,0,0,0,0,0,0,0
"AC007611.1",0,0,0,0,0,0,0,0
"AC007613.1",0,0,0,0,0,0,0,0
"AC007613.2",0,0,0,0,0,0,0,0
"AC007619.1",0,0,0,0,0,0,0,0
"AC007620.3",0,0,0,0,0,0,0,0
"AC007622.2",0,0,0,0.003743,0,0.014386,0,0
"AC007638.2",0,0,0,0,0,0,0,0
"AC007639.1",0,0,0,0,0,0,0,0
"AC007649.1",0,0,0,0,0,0,0,0
"AC007663.3",0,0,0,0,0,0,0,0
"AC007663.4",0,0,0,0,0,0,0,0
"AC007666.1",0,0,0,0,0,0,0,0
"AC007666.2",0,0,0,0,0,0,0,0
"AC007671.1",0,0,0,0,0,0,0,0
"AC007673.1",0,0,0,0,0,0,0,0
"AC007681.1",0,0,0,0,0,0,0,0
"AC007683.1",0,0,0,0,0,0,0.047459,0.028195
"AC007683.2",0,0,0,0,0,0,0,0
"AC007684.1",0,0,0,0,0,0,0,0
"AC007684.2",0,0,0,0,0,0,0,0
"AC007685.2",0,0,0,0,0,0,0,0
"AC007686.1",0,0,0,0,0,0,0,0
"AC007686.3",0,0,0,0,0,0,0.001708,0
"AC007686.5",0,0,0,0,0,0,0,0
"AC007687.1",0,0,0,0,0,0,0,0
"AC007688.2",0,0,0,0,0,0,0,0
"AC007688.3",0,0,0,0,0,0,0,0
"AC007690.1",0,0,0.005243,0,0,0,0,0
"AC007695.1",0,0.000963,0,0,0,0,0,0
"AC007728.1",0,0,0.007478,0,0,0,0,0
"AC007728.2",0,0,0,0,0,0,0,0
"AC007731.1",0,0,0,0,0,0,0,0
"AC007731.2",0,0,0,0,0,0,0,0
"AC007731.4",0,0,0,0,0,0,0,0
"AC007736.1",0,0,0,0,0,0,0,0
"AC007743.1",0,0,0,0,0,0,0,0
"AC007773.1",0,0,0,0,0,0.003699,0,0
"AC007780.1",0,0,0,0,0,0,0,0
"AC007785.1",0,0,0,0,0,0,0,0
"AC007785.3",0,0,0,0,0,0,0,0
"AC007823.1",0,0,0,0,0,0,0,0
"AC007834.2",0,0,0,0,0,0,0,0
"AC007842.1",0,0,0,0,0,0,0,0
"AC007846.1",0,0,0,0,0,0,0,0
"AC007849.2",0,0,0,0,0,0,0,0
"AC007878.1",0,0,0,0,0.020559,0,0,0
"AC007879.1",0,0,0,0,0,0,0,0
"AC007879.5",0,0,0,0,0,0,0,0
"AC007881.3",0,0,0,0,0,0,0,0
"AC007881.4",0,0,0,0,0.064174,0,0,0
"AC007906.1",0,0,0,0,0,0,0,0
"AC007906.2",0,0,0,0,0,0,0,0
"AC007919.1",0,0,0,0,0,0,0,0
"AC007919.2",0,0,0,0,0,0,0,0
"AC007922.1",0,0,0,0,0,0,0,0
"AC007922.3",0,0,0,0,0,0,0,0
"AC007923.3",0,0,0,0,0,0,0,0
"AC007938.3",0,0,0,0,0,0,0,0
"AC007950.2",0,0,0,0,0,0,0,0
"AC007952.2",0,0,0,0,0,0,0.004601,0
"AC007952.6",0,0,0,0,0,0,0,0
"AC007952.7",0,0,0,0,0,0,0,0
"AC007956.1",0,0,0,0.008396,0,0,0,0.006024
"AC007956.2",0,0,0,0,0,0,0,0
"AC007996.1",0,0,0.002465,0,0,0,0,0
"AC007998.2",0,0,0,0,0,0,0,0
"AC007998.3",0,0,0,0,0.003676,0,0,0
"AC007998.5",0,0,0,0,0,0,0,0
"AC008006.1",0,0,0,0,0,0,0,0
"AC008013.2",0,0,0,0,0,0,0,0
"AC008013.4",0,0,0.003997,0,0,0,0,0
"AC008014.1",0,0,0,0,0,0,0,0
"AC008015.1",0,0,0,0,0,0,0,0
"AC008026.1",0,0,0,0,0,0,0.012676,0
"AC008026.2",0,0,0,0,0,0,0,0
"AC008026.3",0,0,0,0,0,0,0,0
"AC008033.1",0,0,0,0,0.004067,0,0,0
"AC008033.3",0,0,0,0,0,0,0,0
"AC008035.1",0,0,0,0,0,0,0,0
"AC008038.1",0.061879,0,0,0,0,0,0,0.01713
"AC008040.1",0,0,0,0,0,0,0,0
"AC008040.3",0,0,0,0,0,0,0,0
"AC008056.2",0,0,0,0,0,0,0,0
"AC008056.3",0,0,0,0,0,0.009282,0,0
"AC008066.1",0,0,0,0,0,0,0.004117,0
"AC008073.1",0,0,0,0,0,0,0,0
"AC008073.2",0,0,0,0,0.016474,0,0,0
"AC008074.2",0,0,0,0,0,0,0,0
"AC008079.1",0,0,0,0,0,0,0,0
"AC008083.3",0,0,0,0,0,0,0,0
"AC008105.2",0,0,0,0,0,0,0,0
"AC008105.3",0,0,0,0,0,0,0,0
"AC008114.1",0,0,0,0,0,0,0,0
"AC008115.1",0,0,0,0,0,0,0,0
"AC008115.3",0,0,0,0,0,0,0,0
"AC008119.1",0,0,0,0,0,0,0,0
"AC008121.1",0,0,0,0,0,0,0,0
"AC008121.3",0,0,0,0,0,0,0,0
"AC008124.1",0.001159,0,0,0,0,0,0,0
"AC008126.1",0,0,0,0,0,0,0,0
"AC008147.2",0,0,0,0,0.007924,0,0,0
"AC008147.3",0,0,0,0,0,0,0,0
"AC008147.4",0,0,0,0,0,0,0,0
"AC008149.2",0,0,0,0,0,0,0,0
"AC008264.2",0,0,0,0,0,0,0,0
"AC008267.1",0,0,0,0,0,0,0,0
"AC008267.2",0,0,0,0,0,0,0,0
"AC008267.3",0,0,0,0,0,0,0,0
"AC008267.5",0,0,0,0,0,0,0,0
"AC008267.6",0,0,0,0,0,0,0,0
"AC008267.8",0,0,0,0,0,0,0,0
"AC008269.1",0,0,0,0,0,0,0,0
"AC008273.1",0,0,0,0,0,0,0,0
"AC008277.1",0,0,0,0,0,0,0,0
"AC008378.2",0,0,0,0,0,0,0,0
"AC008393.1",0,0,0,0,0,0,0,0
"AC008393.2",0,0,0,0,0,0,0,0
"AC008395.1",0,0,0,0,0,0.002256,0,0
"AC008403.3",0,0,0,0,0,0,0,0
"AC008406.3",0,0,0,0,0,0,0,0
"AC008417.1",0,0,0,0,0,0,0.008363,0
"AC008429.1",0,0,0,0,0,0,0,0
"AC008429.2",0,0,0,0,0,0,0,0
"AC008429.4",0,0,0,0,0,0,0,0
"AC008434.1",0,0,0,0,0,0,0,0
"AC008438.1",0,0,0,0,0,0,0,0
"AC008438.2",0,0,0,0,0,0,0,0
"AC008443.1",0,0,0,0,0,0,0,0
"AC008443.5",0,0,0,0,0,0,0.013826,0
"AC008443.6",0,0,0.005243,0,0.004927,0,0,0
"AC008443.7",0,0,0,0,0,0,0,0
"AC008453.2",0,0,0,0,0,0.009282,0,0
"AC008462.1",0,0,0,0,0,0,0,0
"AC008467.1",0,0,0,0,0,0,0,0
"AC008474.1",0,0,0.001013,0,0,0,0,0
"AC008481.1",0,0,0,0,0,0,0,0.038895
"AC008481.2",0,0,0,0,0,0,0,0
"AC008494.1",0,0,0,0,0,0,0,0
"AC008494.3",0,0,0,0,0,0,0,0
"AC008496.3",0,0,0,0,0,0,0,0
"AC008497.1",0,0,0,0,0.005503,0,0,0
"AC008498.2",0,0,0,0,0,0,0,0
"AC008507.1",0,0,0,0,0,0,0,0
"AC008507.2",0,0,0,0,0,0,0,0
"AC008507.4",0,0,0,0,0,0,0,0
"AC008514.2",0,0,0,0,0,0,0,0
"AC008532.1",0,0,0,0,0,0,0,0
"AC008533.1",0,0,0,0,0,0,0,0
"AC008534.1",0,0,0,0,0.00616,0,0,0
"AC008534.2",0,0,0,0,0,0,0,0
"AC008537.2",0,0,0,0,0,0,0,0
"AC008537.3",0,0,0,0,0,0,0,0
"AC008537.4",0,0,0,0,0,0,0,0
"AC008543.1",0,0,0,0,0,0,0,0
"AC008543.3",0,0,0,0,0,0,0,0
"AC008551.1",0,0,0,0,0,0,0,0
"AC008555.2",0,0,0,0,0,0,0,0
"AC008555.4",0,0,0,0,0,0,0,0
"AC008555.7",0,0,0,0,0,0,0,0
"AC008568.1",0,0,0,0,0,0,0,0
"AC008568.2",0,0,0,0,0,0,0,0
"AC008569.2",0,0,0,0,0,0,0,0
"AC008588.1",0,0,0.007478,0,0,0,0,0
"AC008592.3",0,0,0,0,0,0,0,0
"AC008592.4",0,0,0,0,0,0,0,0
"AC008608.2",0,0,0,0,0,0,0,0
"AC008610.1",0,0,0,0,0,0,0,0
"AC008622.2",0,0,0,0,0,0,0.000899,0.017089
"AC008625.1",0,0,0,0,0,0,0,0
"AC008635.2",0,0,0,0,0,0,0,0
"AC008649.1",0,0,0,0,0,0,0,0
"AC008649.2",0,0,0,0,0,0,0,0
"AC008663.2",0,0,0,0,0,0,0,0
"AC008667.1",0,0,0,0,0,0,0,0
"AC008676.1",0,0,0,0,0,0,0.006302,0
"AC008676.2",0,0,0,0,0,0,0,0
"AC008677.1",0,0,0,0,0,0,0,0
"AC008677.2",0,0,0,0,0,0,0,0
"AC008679.1",0,0,0,0,0,0,0,0
"AC008680.1",0,0,0,0,0.007467,0,0,0
"AC008687.4",0,0,0,0,0,0,0,0
"AC008691.1",0,0,0,0,0,0,0,0
"AC008694.2",0,0,0,0,0,0,0,0
"AC008695.2",0,0,0.012342,0,0,0,0,0
"AC008696.2",0,0,0,0,0,0,0,0
"AC008700.1",0,0,0,0,0,0,0,0
"AC008708.2",0,0,0,0,0,0,0,0
"AC008723.1",0,0,0,0.018173,0,0,0,0
"AC008725.1",0,0,0,0,0,0,0,0
"AC008731.1",0,0,0,0,0.005804,0,0,0
"AC008733.1",0,0,0,0,0,0.009282,0,0
"AC008734.2",0,0,0,0,0,0.003856,0,0
"AC008735.1",0,0,0,0,0,0,0,0
"AC008735.2",0,0,0.003542,0,0,0,0,0
"AC008735.3",0,0,0,0,0,0,0,0
"AC008735.4",0,0,0,0,0,0,0,0
"AC008735.5",0,0,0,0,0,0,0,0
"AC008736.1",0,0,0,0,0,0,0,0
"AC008737.1",0,0,0,0,0,0,0,0
"AC008740.1",0,0,0,0,0,0.005245,0,0
"AC008740.2",0,0,0,0.004958,0,0,0,0
"AC008750.1",0,0,0,0,0,0,0,0
"AC008750.2",0,0,0,0,0,0,0,0
"AC008750.5",0,0,0,0,0,0,0,0
"AC008750.7",0,0,0,0,0,0,0,0
"AC008750.8",0,0,0,0,0,0,0,0
"AC008751.3",0,0,0,0,0,0,0,0
"AC008752.1",0,0,0,0,0,0,0,0
"AC008752.3",0,0,0,0,0,0,0,0
"AC008752.4",0,0,0,0.013723,0,0.005245,0,0
"AC008753.1",0,0,0,0,0,0,0.029439,0
"AC008758.2",0,0,0,0,0,0.009282,0,0
"AC008758.4",0,0,0,0,0,0,0,0
"AC008758.5",0,0,0,0,0,0,0,0
"AC008759.2",0,0,0,0,0,0,0,0
"AC008761.2",0,0,0,0,0,0,0,0
"AC008763.1",0,0,0,0,0,0,0,0
"AC008763.2",0,0,0,0,0,0,0,0
"AC008764.10",0,0,0,0,0,0,0,0
"AC008764.2",0,0,0,0,0,0,0,0
"AC008764.4",0,0,0,0,0,0,0,0
"AC008764.6",0,0,0,0,0,0,0,0
"AC008764.8",0,0,0,0,0,0,0,0
"AC008764.9",0,0,0,0,0,0,0,0
"AC008770.3",0,0,0,0,0,0,0.00196,0
"AC008771.1",0,0,0,0,0,0,0,0
"AC008781.1",0,0.01163,0,0,0,0,0,0
"AC008798.2",0,0,0,0,0,0,0,0
"AC008799.1",0,0,0,0,0,0,0.02401,0
"AC008802.1",0,0,0,0,0.035795,0,0,0
"AC008813.1",0,0,0,0,0,0,0,0
"AC008817.1",0,0,0,0,0,0,0.008915,0
"AC008825.1",0,0,0,0,0,0,0,0
"AC008834.1",0,0,0.019813,0,0.020614,0.015155,0,0
"AC008840.1",0,0,0,0.001869,0,0,0,0
"AC008850.2",0,0,0,0,0,0,0,0
"AC008868.1",0,0,0,0,0,0,0,0
"AC008870.2",0,0,0,0,0,0.010231,0,0
"AC008870.3",0,0,0,0,0,0,0,0
"AC008870.4",0,0,0,0,0,0,0,0
"AC008873.1",0,0,0,0,0,0,0,0
"AC008875.1",0,0,0,0,0,0,0,0
"AC008875.2",0,0,0,0,0,0.009351,0,0
"AC008875.3",0,0,0,0,0,0,0.029535,0
"AC008878.3",0,0,0,0,0,0,0,0
"AC008883.1",0,0,0,0,0,0.003148,0,0
"AC008883.2",0,0,0,0,0,0,0,0
"AC008883.3",0,0,0,0,0,0,0,0
"AC008892.1",0,0,0,0,0,0,0,0
"AC008894.2",0,0,0,0,0,0,0,0
"AC008894.3",0,0,0,0,0,0,0,0
"AC008895.1",0,0,0,0,0.002899,0,0,0
"AC008897.3",0,0,0,0,0,0,0,0
"AC008906.1",0,0,0,0,0,0,0,0
"AC008906.2",0,0,0,0,0,0,0,0
"AC008915.2",0,0,0,0,0,0,0,0
"AC008915.3",0,0,0,0,0,0,0,0
"AC008937.1",0,0,0,0,0,0,0,0
"AC008937.2",0,0,0,0,0,0,0,0
"AC008937.3",0,0,0,0,0,0,0,0
"AC008938.1",0,0,0,0,0,0,0,0
"AC008945.2",0,0,0,0,0,0,0,0
"AC008946.1",0,0,0,0.001904,0,0,0,0
"AC008957.1",0,0,0,0,0,0,0,0
"AC008957.3",0,0,0,0,0,0,0,0
"AC008958.1",0,0,0,0,0,0,0.007213,0
"AC008966.1",0,0,0,0,0,0,0,0
"AC008969.1",0.010639,0,0,0,0.008285,0,0.002343,0
"AC008982.2",0,0,0,0,0,0,0.006302,0
"AC008985.1",0,0,0,0,0,0,0.014123,0
"AC008993.1",0,0,0,0,0,0,0,0
"AC009005.1",0,0,0,0,0,0,0,0
"AC009019.1",0,0,0,0,0,0,0,0
"AC009019.2",0,0,0,0,0,0,0,0
"AC009022.1",0,0,0,0,0.036665,0,0,0
"AC009027.1",0,0,0,0,0.002928,0,0.004117,0
"AC009035.1",0,0,0,0,0,0,0,0
"AC009041.3",0,0,0,0,0,0,0.000981,0
"AC009044.1",0,0,0,0.00156,0,0,0,0
"AC009053.1",0,0,0,0,0,0.009282,0,0
"AC009053.2",0.030723,0,0,0,0.027073,0,0.038751,0.006346
"AC009053.3",0,0,0,0,0,0.000984,0.01407,0.007393
"AC009053.4",0,0,0.00089,0,0,0,0,0
"AC009053.5",0,0,0,0,0,0,0,0
"AC009054.1",0,0,0,0,0,0,0,0
"AC009054.2",0,0,0,0,0.007796,0,0,0
"AC009060.1",0,0,0,0,0.009862,0,0.019464,0.006083
"AC009061.2",0,0,0,0,0,0,0,0
"AC009065.1",0,0,0,0,0.003004,0,0,0
"AC009065.4",0,0,0,0,0,0,0.004117,0
"AC009065.5",0,0,0,0,0,0,0,0
"AC009065.6",0,0,0,0,0,0,0,0
"AC009065.7",0,0,0,0,0,0,0,0
"AC009065.9",0,0,0,0,0.0134,0,0,0
"AC009075.1",0,0,0,0,0.004849,0,0,0
"AC009078.1",0,0,0,0,0,0,0,0
"AC009084.2",0,0,0,0.044701,0,0,0,0
"AC009086.2",0,0,0,0,0,0,0.009117,0
"AC009088.1",0,0,0.0288,0.005388,0,0.00693,0,0.012197
"AC009088.4",0,0,0,0,0,0,0,0
"AC009090.1",0,0,0,0,0,0,0,0
"AC009090.3",0,0,0,0,0,0,0,0
"AC009090.4",0,0,0,0,0,0,0,0
"AC009090.5",0,0,0,0,0,0,0,0
"AC009090.6",0,0,0,0,0.020408,0,0.005018,0
"AC009093.1",0,0,0,0,0.00165,0,0,0
"AC009093.10",0,0,0,0,0,0,0,0
"AC009093.2",0,0,0,0,0.022966,0,0,0
